first_name,second_name,element_type,total_points,goals_scored,assists,minutes,goals_conceded,creativity,influence,threat,bonus,ict_index,clean_sheets,cards_per_90,points_per_90
Matteo,Guendouzi,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Gabriel Teodoro,Martinelli Silva,MID,36,2,1,582,3,133.8,142.6,300.0,0,57.5,4,0.0,5.57
William,Saliba,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Mathew,Ryan,GK,37,0,0,1260,21,10.7,193.6,2.0,0,20.6,3,0.07,2.64
Willian,Borges Da Silva,MID,78,1,7,1398,17,534.8,256.2,228.0,9,102.3,3,0.0,5.02
Gabriel,Magalhães,DEF,78,2,0,1996,24,51.0,464.8,233.0,7,74.9,6,0.14,3.52
Daniel,Ceballos Fernández,MID,62,0,4,1609,17,422.3,359.8,141.0,7,92.4,6,0.22,3.47
Mohamed Naser,El Sayed Elneny,MID,50,1,0,1538,20,99.9,200.2,79.0,3,37.8,5,0.18,2.93
Matt,Macey,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Rúnar Alex,Rúnarsson,GK,1,0,0,15,0,0.0,16.6,0.0,0,1.7,0,0.0,0.0
Thomas,Partey,MID,47,0,2,1529,18,195.7,289.4,129.0,0,61.7,6,0.29,2.77
Martin,Ødegaard,MID,40,1,2,861,12,322.8,169.8,167.0,3,65.9,3,0.0,4.18
Miguel,Azeez,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Emiliano,Martínez,GK,186,0,0,3420,46,20.0,1067.2,0.0,27,108.5,15,0.03,4.89
Tom,Heaton,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ahmed,El Mohamady,DEF,33,0,0,833,9,201.8,170.4,65.0,4,43.9,3,0.22,3.57
Henri,Lansbury,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Neil,Taylor,DEF,-1,0,0,15,2,0.7,0.8,0.0,0,0.2,0,0.0,0.0
Jed,Steer,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Conor,Hourihane,MID,20,1,1,225,2,82.9,65.4,33.0,3,18.2,2,0.0,0.0
José Ignacio,Peleteiro Romallo,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ørjan,Nyland,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Bjorn,Engels,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jack,Grealish,MID,135,6,12,2183,28,1029.6,707.4,917.0,13,265.3,12,0.25,5.57
John,McGinn,MID,114,3,7,3330,46,600.5,579.0,361.0,2,154.1,14,0.32,3.08
Kortney,Hause,DEF,32,1,0,630,6,2.2,147.0,57.0,3,20.7,3,0.29,4.57
Mahmoud Ahmed,Ibrahim Hassan,MID,56,2,1,1157,14,180.1,213.6,478.0,3,86.7,6,0.0,4.36
Tyrone,Mings,DEF,128,2,2,3194,42,97.3,798.4,293.0,8,119.3,14,0.14,3.61
Matt,Targett,DEF,138,0,4,3404,44,607.0,690.4,122.0,9,142.2,16,0.19,3.65
James,Bree,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Marvelous,Nakamba,MID,27,0,1,747,6,32.5,110.8,10.0,1,15.4,4,0.36,3.25
Anwar,El Ghazi,MID,111,10,0,1604,22,426.1,500.4,726.0,13,165.1,5,0.11,6.23
Ezri,Konsa Ngoyo,DEF,119,2,0,3195,46,34.2,695.6,276.0,8,101.0,12,0.08,3.35
Frédéric,Guilbert,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Wesley,Moraes,FWD,3,0,0,15,1,1.1,5.0,17.0,0,2.3,0,0.0,0.0
Mbwana,Samatta,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Keinan,Davis,FWD,23,1,1,265,1,76.7,77.2,169.0,0,31.7,1,0.0,0.0
Indiana,Vassilev,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Douglas Luiz,Soares de Paulo,MID,72,0,2,2781,41,304.5,403.4,189.0,0,90.0,12,0.29,2.33
Ross,Barkley,MID,76,3,2,1566,24,579.3,274.2,431.0,4,128.6,8,0.0,4.37
Matthew,Cash,DEF,89,0,2,2373,35,352.9,520.8,110.0,8,98.7,11,0.27,3.38
Ollie,Watkins,FWD,168,14,9,3328,46,610.4,815.4,1721.0,18,314.0,14,0.08,4.54
Bertrand,Traoré,MID,135,7,7,2315,31,530.6,528.4,917.0,7,197.6,11,0.04,5.25
Jacob,Ramsey,MID,28,0,0,611,10,91.7,72.8,126.0,0,28.9,2,0.0,4.12
Morgan,Sanson,MID,10,0,0,288,4,28.8,25.8,10.0,0,6.2,1,0.94,3.12
Kaine,Hayden,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Carney,Chukwuemeka,MID,2,0,0,18,0,1.1,1.0,5.0,0,0.6,0,0.0,0.0
Jaden,Philogene-Bidace,MID,1,0,0,1,0,0.5,0.0,0.0,0,0.1,0,0.0,0.0
Glenn,Murray,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Adam,Lallana,MID,58,1,1,1584,18,355.7,255.2,302.0,2,91.0,5,0.0,3.3
Pascal,Groß,MID,116,3,8,2479,28,1087.8,620.4,415.0,11,212.3,10,0.11,4.21
Shane,Duffy,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Davy,Pröpper,MID,9,0,0,209,2,5.1,24.0,52.0,0,8.2,0,0.0,0.0
Aaron,Mooy,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Dan,Burn,DEF,64,1,0,2057,28,183.1,389.0,214.0,1,78.2,6,0.22,2.8
Lewis,Dunk,DEF,130,5,0,2932,40,136.7,720.4,443.0,17,130.2,11,0.21,3.99
Martín,Montoya,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Florin,Andone,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Solomon,March,MID,69,2,2,1670,25,414.3,368.6,322.0,6,110.5,7,0.0,3.72
Adam,Webster,DEF,85,1,0,2594,35,96.6,505.4,244.0,0,84.6,9,0.14,2.95
Joël,Veltman,DEF,96,1,1,2280,27,366.0,484.4,169.0,10,102.1,9,0.12,3.79
Neal,Maupay,FWD,105,8,2,2508,34,443.2,442.2,1103.0,12,198.5,10,0.07,3.77
Leandro,Trossard,MID,132,5,6,2602,30,725.1,543.4,759.0,15,202.8,12,0.07,4.57
Alireza,Jahanbakhsh,MID,24,0,1,520,9,162.8,73.2,221.0,0,45.5,1,0.52,4.15
José,Izquierdo,MID,1,0,0,8,0,1.3,3.2,7.0,0,1.2,0,0.0,0.0
Matthew,Clarke,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ben,White,DEF,104,0,0,3192,44,152.5,488.6,153.0,5,79.7,12,0.11,2.93
Bernardo,Fernandes da Silva Junior,DEF,5,0,0,205,3,32.4,27.2,69.0,0,12.8,0,0.0,0.0
Yves,Bissouma,MID,77,1,0,3112,42,295.5,523.6,196.0,2,101.1,11,0.26,2.23
Tariq,Lamptey,DEF,35,1,3,887,15,162.9,147.8,156.0,2,46.7,2,0.3,3.55
Aaron,Connolly,FWD,38,2,1,783,17,74.1,104.2,307.0,2,48.2,1,0.0,4.37
Steven,Alzate,MID,35,1,0,892,17,154.9,132.2,88.0,3,37.6,5,0.2,3.53
Alexis,Mac Allister,MID,48,1,1,1108,14,210.6,170.6,235.0,3,61.5,5,0.08,3.9
Christian,Walton,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jason,Steele,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jayson,Molumby,MID,1,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Andi,Zeqiri,FWD,9,0,0,164,2,18.8,16.0,107.0,0,14.2,0,0.0,0.0
Danny,Welbeck,FWD,89,6,4,1541,18,269.7,319.8,595.0,15,117.7,6,0.0,5.2
Robert,Sánchez,GK,101,0,0,2430,27,10.0,542.2,4.0,8,55.8,10,0.07,3.74
Percy,Tau,MID,7,0,1,101,2,35.8,26.8,6.0,0,6.9,0,0.0,0.0
Jakub,Moder,MID,21,0,0,643,10,62.2,63.8,162.0,0,28.8,2,0.0,2.94
Reda,Khadra,MID,1,0,0,4,0,0.0,0.0,2.0,0,0.2,0,0.0,0.0
Teddy,Jenks,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Max,Sanders,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jensen,Weir,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Thomas,McGill,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Michal,Karbownik,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Moisés,Caicedo,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Dale,Stephens,MID,8,0,0,257,4,8.3,31.0,41.0,0,8.0,0,0.0,0.0
James,Tarkowski,DEF,109,1,0,3240,50,148.0,773.4,350.0,9,127.7,11,0.17,3.03
Phil,Bardsley,DEF,2,0,0,273,8,12.9,39.4,6.0,0,5.9,0,0.66,0.66
Erik,Pieters,DEF,50,0,3,1260,19,77.0,199.4,63.0,5,34.0,3,0.07,3.57
Jack,Cork,MID,33,0,0,1350,24,126.2,140.0,82.0,0,34.9,4,0.13,2.2
Kevin,Long,DEF,14,0,0,636,13,12.0,102.6,25.0,1,14.0,1,0.28,1.98
Jay,Rodriguez,FWD,54,1,3,1248,25,97.4,149.8,449.0,2,68.9,4,0.22,3.89
Ashley,Barnes,FWD,52,3,0,1324,19,243.6,153.8,548.0,7,93.8,6,0.27,3.53
Ben,Mee,DEF,102,2,0,2693,41,71.6,691.0,312.0,7,107.9,10,0.1,3.41
Ashley,Westwood,MID,112,3,4,3410,55,843.2,559.2,156.0,5,156.1,11,0.18,2.96
Johann Berg,Gudmundsson,MID,50,2,0,1358,24,160.8,193.6,170.0,3,52.3,3,0.13,3.31
Chris,Wood,FWD,138,12,3,2741,43,323.2,595.8,1129.0,16,204.0,9,0.0,4.53
Matthew,Lowton,DEF,103,1,1,3060,47,380.8,551.2,125.0,6,105.8,10,0.15,3.03
Matej,Vydra,FWD,62,3,2,1359,24,194.0,197.4,491.0,2,87.3,3,0.0,4.11
Ben,Gibson,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Robbie,Brady,MID,44,1,1,1047,6,133.9,174.2,168.0,3,47.2,7,0.26,3.78
Nick,Pope,GK,144,0,0,2880,37,20.0,846.6,2.0,20,86.8,11,0.03,4.5
Charlie,Taylor,DEF,83,0,2,2425,42,248.5,494.4,52.0,5,79.5,8,0.04,3.08
Josh,Brownhill,MID,74,0,1,2812,42,309.1,350.4,384.0,0,104.5,10,0.06,2.37
Bailey,Peacock-Farrell,GK,3,0,0,360,14,0.0,82.6,0.0,0,8.2,0,0.0,0.75
Dwight,McNeil,MID,113,2,5,3068,50,790.3,591.8,277.0,8,166.3,11,0.03,3.31
Jimmy,Dunne,DEF,9,1,0,270,6,22.1,79.6,81.0,0,18.3,0,0.33,3.0
Bobby,Thomas,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Josh,Benson,MID,10,0,0,260,7,7.9,16.0,13.0,0,3.7,1,0.0,0.0
Anthony,Driscoll-Glennon,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Mace,Goodridge,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Will,Norris,GK,3,0,0,180,4,10.0,15.2,0.0,0,2.6,0,0.0,0.0
Max,Thompson,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Lewis,Richardson,FWD,2,0,0,3,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Anthony,Mancini,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Joel,Mumbongo,FWD,3,0,0,37,1,1.8,0.0,0.0,0,0.1,0,0.0,0.0
Richard,Nartey,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willy,Caballero,GK,1,0,0,90,3,0.0,4.2,0.0,0,0.4,0,0.0,0.0
César,Azpilicueta,DEF,113,1,2,2187,20,413.3,502.2,164.0,12,107.9,13,0.25,4.65
Olivier,Giroud,FWD,47,4,0,740,5,112.0,161.4,403.0,6,67.2,4,0.12,5.72
Marcos,Alonso,DEF,57,2,1,958,13,204.1,224.2,328.0,5,75.6,5,0.19,5.35
Jorge Luiz,Frello Filho,MID,114,7,2,2006,17,383.5,588.8,175.0,15,114.9,14,0.09,5.11
Mateo,Kovacic,MID,54,0,1,1809,26,384.8,332.4,153.0,0,87.0,9,0.2,2.69
Antonio,Rüdiger,DEF,93,1,0,1710,10,83.8,368.6,201.0,9,65.4,11,0.0,4.89
Kurt,Zouma,DEF,108,5,0,2027,25,72.6,577.8,339.0,6,99.0,9,0.13,4.8
Emerson,Palmieri dos Santos,DEF,7,0,0,88,0,7.7,17.4,2.0,0,2.7,1,0.0,0.0
Kepa,Arrizabalaga,GK,26,0,0,585,8,0.0,113.6,0.0,5,11.3,2,0.15,4.0
N'Golo,Kanté,MID,62,0,2,2140,24,347.3,449.0,96.0,0,89.7,10,0.29,2.61
Hakim,Ziyech,MID,70,2,3,1164,7,485.6,274.8,369.0,8,112.8,10,0.23,5.41
Andreas,Christensen,DEF,61,0,0,1371,17,80.9,293.4,34.0,9,40.9,8,0.2,4.0
Timo,Werner,FWD,128,6,12,2598,29,532.4,514.8,1276.0,7,232.5,13,0.07,4.43
Tammy,Abraham,FWD,69,6,2,1031,12,121.6,277.2,483.0,8,86.6,5,0.0,6.02
Christian,Pulisic,MID,82,4,3,1731,21,378.8,361.4,724.0,3,146.2,7,0.1,4.26
Mason,Mount,MID,147,6,7,2887,32,1336.9,770.4,954.0,16,306.3,14,0.06,4.58
Fikayo,Tomori,DEF,0,0,0,45,2,0.1,26.6,0.0,0,2.7,0,0.0,0.0
Callum,Hudson-Odoi,MID,59,2,3,1050,5,471.5,291.8,336.0,2,109.9,6,0.0,5.06
Reece,James,DEF,112,1,3,2367,29,697.3,527.4,399.0,15,162.8,9,0.11,4.26
Billy,Gilmour,MID,8,0,0,259,2,50.9,36.0,8.0,0,9.5,1,0.0,0.0
Benjamin,Chilwell,DEF,139,3,6,2286,23,535.8,545.0,408.0,11,148.5,12,0.12,5.47
Thiago,Thiago,DEF,92,2,0,1935,25,84.9,537.8,223.0,10,84.5,10,0.19,4.28
Kai,Havertz,MID,91,4,6,1512,15,307.7,325.0,514.0,3,114.2,8,0.12,5.42
Edouard,Mendy,GK,140,0,0,2745,25,0.0,470.2,0.0,8,47.2,16,0.07,4.59
Karlo,Ziger,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Faustino,Anjorin,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Valentino,Livramento,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Michy,Batshuayi,FWD,41,2,2,717,15,113.5,132.8,210.0,2,45.5,2,0.0,5.15
Gary,Cahill,DEF,53,1,1,1800,39,90.1,406.2,157.0,6,65.7,4,0.15,2.65
Wayne,Hennessey,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Mamadou,Sakho,DEF,4,0,0,275,8,1.6,36.6,6.0,0,4.5,0,0.0,1.31
Vicente,Guaita,GK,124,0,0,3330,64,0.0,819.4,0.0,15,82.2,8,0.05,3.35
James,Tomkins,DEF,18,0,0,551,12,11.4,101.2,29.0,2,14.1,2,0.16,2.94
James,McArthur,MID,45,0,2,1465,26,202.2,285.2,65.0,3,55.2,4,0.18,2.76
James,McCarthy,MID,26,0,0,816,15,87.2,112.2,10.0,0,20.9,2,0.11,2.87
Christian,Benteke,FWD,106,10,2,1808,34,236.5,512.6,1030.0,14,177.7,5,0.1,5.28
Cheikhou,Kouyaté,MID,82,1,0,3121,56,103.0,574.8,134.0,2,81.3,8,0.12,2.36
Joel,Ward,DEF,66,0,1,2255,43,118.2,366.8,28.0,6,51.3,7,0.2,2.63
Martin,Kelly,DEF,1,0,0,1,0,0.0,2.2,0.0,0,0.2,0,0.0,0.0
Connor,Wickham,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Andros,Townsend,MID,94,1,5,2250,37,694.6,511.4,311.0,8,152.1,7,0.0,3.76
Luka,Milivojevic,MID,63,1,1,2357,47,329.6,410.8,143.0,3,88.4,7,0.34,2.41
Patrick,van Aanholt,DEF,54,0,2,1775,36,195.3,298.6,198.0,5,69.1,4,0.1,2.74
Jordan,Ayew,FWD,70,1,4,2086,42,238.6,278.6,451.0,2,96.6,6,0.17,3.02
Wilfried,Zaha,MID,136,11,4,2612,52,428.5,572.6,1003.0,11,200.4,6,0.21,4.69
Jeffrey,Schlupp,MID,65,2,3,1415,26,242.1,336.6,304.0,3,88.2,5,0.19,4.13
Max,Meyer,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jairo,Riedewald,MID,64,2,0,1810,39,160.4,274.0,88.0,4,52.4,4,0.2,3.18
Nathan,Ferguson,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Tyrick,Mitchell,DEF,58,1,2,1710,32,76.8,387.6,60.0,5,52.5,4,0.05,3.05
Brandon,Pierrick,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Scott,Dann,DEF,39,1,1,1350,24,17.0,284.6,99.0,1,40.3,2,0.07,2.6
Eberechi,Eze,MID,125,4,8,2555,51,653.1,516.2,383.0,17,155.4,6,0.11,4.4
Sam,Woods,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ryan,Inniss,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Nathaniel,Clyne,DEF,28,0,1,1145,22,84.3,150.8,34.0,0,27.2,2,0.16,2.2
Stephen,Henderson,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jack,Butland,GK,2,0,0,90,2,0.0,16.6,0.0,0,1.7,0,0.0,0.0
Jean-Philippe,Mateta,FWD,15,1,0,215,4,16.2,46.6,80.0,2,14.0,0,0.0,0.0
Reece,Hannam,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jesurun,Rak-Sakyi,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Fabian,Delph,MID,8,0,0,260,6,29.8,37.0,1.0,0,6.8,0,0.0,0.0
Gylfi,Sigurdsson,MID,122,6,5,2244,29,644.2,530.6,510.0,13,168.8,10,0.08,4.89
Jonas,Lössl,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Seamus,Coleman,DEF,81,0,3,1607,19,268.2,322.6,189.0,4,78.0,8,0.0,4.54
Cenk,Tosun,FWD,4,0,0,44,3,11.6,2.2,4.0,0,1.8,0,0.0,0.0
Bernard,Anício Caldeira Duarte,MID,21,1,0,447,7,142.7,104.8,80.0,1,32.7,2,0.4,4.23
Lucas,Digne,DEF,120,0,9,2681,42,704.2,592.6,136.0,18,143.5,9,0.1,4.03
Michael,Keane,DEF,127,3,1,2989,43,87.8,814.0,243.0,13,114.5,11,0.12,3.82
Jordan,Pickford,GK,114,0,0,2742,39,10.1,698.4,0.0,8,70.9,10,0.03,3.74
André Filipe,Tavares Gomes,MID,48,0,1,1559,22,244.5,189.0,103.0,0,53.0,5,0.17,2.77
Alex,Iwobi,MID,65,1,3,1530,21,263.1,262.6,233.0,1,76.0,5,0.0,3.82
Jonjoe,Kenny,DEF,5,0,0,78,1,8.1,11.0,8.0,0,2.8,0,0.0,0.0
Jean-Philippe,Gbamin,MID,1,0,0,11,1,0.9,3.8,0.0,0,0.5,0,0.0,0.0
Yerry,Mina,DEF,79,2,0,1936,22,23.5,496.2,200.0,7,72.3,6,0.09,3.67
Tom,Davies,MID,47,0,1,1417,23,112.0,205.6,30.0,1,34.7,5,0.19,2.99
Dominic,Calvert-Lewin,FWD,165,16,6,2871,39,308.0,745.8,1439.0,21,249.0,11,0.09,5.17
Mason,Holgate,DEF,80,1,0,2286,32,126.0,432.2,80.0,4,64.1,9,0.35,3.15
Richarlison,de Andrade,FWD,123,7,6,2862,38,359.7,576.4,1147.0,18,208.3,11,0.16,3.87
João,Virgínia,GK,2,0,0,47,0,0.0,25.0,0.0,0,2.5,0,0.0,0.0
Anthony,Gordon,MID,3,0,0,87,0,12.7,14.4,4.0,0,3.1,0,0.0,0.0
Moise,Kean,FWD,2,0,0,13,0,1.3,0.0,11.0,0,0.9,0,0.0,0.0
Jarrad,Branthwaite,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Allan,Marques Loureiro,MID,47,0,0,2050,30,233.3,366.6,42.0,0,64.4,7,0.26,2.06
James,Rodríguez,MID,101,6,5,1763,27,585.6,499.2,399.0,11,148.7,5,0.2,5.16
Abdoulaye,Doucouré,MID,80,2,3,2443,36,319.4,433.8,267.0,2,102.1,9,0.22,2.95
Niels,Nkounkou,DEF,2,0,0,80,1,5.7,15.0,1.0,0,2.2,0,0.0,0.0
Ben,Godfrey,DEF,100,0,2,2683,35,84.3,610.4,152.0,7,84.8,11,0.13,3.35
Robin,Olsen,GK,25,0,0,630,9,0.0,166.4,0.0,3,16.7,2,0.14,3.57
Ellis,Simms,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Tyler,Onyango,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Joshua,King,FWD,11,0,0,138,2,5.6,13.4,31.0,0,5.0,0,0.0,0.0
Kyle,John,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Nathan,Broadhead,MID,1,0,0,2,0,0.0,2.0,0.0,0,0.2,0,0.0,0.0
Ryan,Astley,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Harry,Tyrer,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Reece,Welch,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Isaac,Price,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ruben,Loftus-Cheek,MID,66,1,0,1962,22,274.2,201.6,439.0,0,91.4,11,0.14,3.03
Fabricio,Agosto Ramírez,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Kevin,McDonald,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Maxime,Le Marchand,DEF,1,0,0,122,1,1.6,12.6,1.0,0,1.6,0,0.0,0.0
Stefan,Johansen,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Tom,Cairney,MID,27,1,1,758,15,278.3,170.6,124.0,2,57.3,1,0.24,3.21
Tim,Ream,DEF,10,0,0,630,13,8.1,133.6,2.0,0,14.5,0,0.0,1.43
Anthony,Knockaert,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Michael,Hector,DEF,0,0,0,262,10,11.3,40.8,18.0,0,6.9,0,0.0,0.0
Cyrus,Christie,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Neeskens,Kebano,MID,6,0,0,116,3,14.6,1.4,47.0,0,5.9,0,0.0,0.0
Bobby,Decordova-Reid,FWD,88,5,3,2367,32,254.1,384.8,503.0,6,114.1,9,0.27,3.35
Joe,Bryan,DEF,27,1,1,663,17,100.4,143.2,85.0,2,32.8,0,0.27,3.67
Marcus,Bettinelli,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Aleksandar,Mitrović,FWD,63,3,3,1389,24,323.8,245.6,697.0,7,124.9,1,0.19,4.08
Alfie,Mawson,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Marek,Rodák,GK,2,0,0,180,5,0.0,32.6,0.0,0,3.2,0,0.0,0.0
Ivan Ricardo,Neves Abreu Cavaleiro,MID,85,3,0,2465,43,647.2,347.0,530.0,4,152.5,7,0.07,3.1
Josh,Onomah,MID,13,0,0,369,12,28.7,33.6,47.0,0,10.7,0,0.24,3.17
Jean Michaël,Seri,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Aboubakar,Kamara,MID,8,0,0,307,9,76.8,22.6,39.0,0,13.2,0,0.59,2.35
André-Frank,Zambo Anguissa,MID,76,0,3,2581,40,409.4,507.6,312.0,4,123.1,6,0.21,2.65
Zeze Steven,Sessegnon,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
