first_name,second_name,element_type,total_points,goals_scored,assists,minutes,goals_conceded,creativity,influence,threat,bonus,ict_index,clean_sheets,cards_per_90,points_per_90
Bernd,Leno,GK,10,0,0,360,9,0.0,85.0,0.0,0,8.5,1,0.0,2.5
Rúnar Alex,Rúnarsson,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willian,Borges Da Silva,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Pierre-Emerick,Aubameyang,FWD,44,4,1,1036,16,132.4,217.6,582.0,7,92.9,6,0.26,3.82
Cédric,Soares,DEF,48,1,1,1481,27,306.5,246.0,76.0,3,63.0,3,0.18,2.92
Alexandre,Lacazette,FWD,90,4,8,1773,17,385.7,376.6,724.0,3,148.3,10,0.0,4.57
Granit,Xhaka,MID,60,1,2,2327,38,489.6,382.2,253.0,3,112.6,6,0.43,2.32
Pablo,Marí,DEF,1,0,0,180,4,12.3,55.4,11.0,0,7.9,0,0.0,0.0
Héctor,Bellerín,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Sead,Kolasinac,DEF,0,0,0,91,5,0.2,4.2,0.0,0,0.4,0,0.0,0.0
Mohamed Naser,El Sayed Elneny,MID,27,0,2,801,17,124.5,147.8,40.0,0,31.3,0,0.11,3.03
Ainsley,Maitland-Niles,MID,12,0,0,263,4,41.3,42.6,9.0,0,9.3,2,0.0,0.0
Rob,Holding,DEF,29,1,0,840,16,6.9,242.4,49.0,2,29.9,2,0.32,3.11
Thomas,Partey,MID,71,2,2,2027,25,275.5,359.6,394.0,4,103.0,10,0.27,3.15
Kieran,Tierney,DEF,106,1,3,1916,21,335.9,365.2,198.0,11,90.1,11,0.0,4.98
Nicolas,Pépé,MID,45,1,4,681,9,204.8,127.4,391.0,1,72.0,2,0.0,5.95
Lucas,Torreira,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Edward,Nketiah,FWD,55,5,1,823,18,138.8,216.0,339.0,6,69.2,0,0.33,6.01
Emile,Smith Rowe,MID,125,10,2,1909,28,453.3,555.8,576.0,9,158.4,8,0.05,5.89
Bukayo,Saka,MID,179,11,9,2978,39,942.5,774.2,1404.0,18,311.8,13,0.18,5.41
Gabriel,Magalhães,DEF,146,5,0,3063,38,129.3,703.0,453.0,16,128.4,13,0.21,4.29
Konstantinos,Mavropanos,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Mattéo,Guendouzi,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Gabriel Teodoro,Martinelli Silva,MID,110,6,7,1855,25,445.8,407.8,692.0,6,154.7,7,0.1,5.34
William,Saliba,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ben,White,DEF,107,0,0,2880,35,182.3,592.8,150.0,9,92.5,13,0.09,3.34
Nuno,Varela Tavares,DEF,49,1,1,1169,19,168.4,194.6,203.0,2,56.7,3,0.15,3.77
Albert,Sambi Lokonga,MID,32,0,0,1129,11,250.7,181.8,87.0,0,51.9,7,0.4,2.55
Folarin,Balogun,FWD,2,0,0,69,1,3.7,4.2,17.0,0,1.9,0,0.0,0.0
Reiss,Nelson,MID,1,0,0,19,1,11.6,4.0,20.0,0,3.6,0,0.0,0.0
Karl,Hein,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Martin,Ødegaard,MID,131,7,4,2782,39,1012.4,625.6,572.0,9,220.3,11,0.13,4.24
Aaron,Ramsdale,GK,135,0,0,3060,39,1.0,680.0,0.0,14,68.0,12,0.03,3.97
Arthur,Okonkwo,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Takehiro,Tomiyasu,DEF,75,0,1,1680,20,240.9,312.4,110.0,5,66.4,9,0.11,4.02
Charlie,Patino,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Omari,Hutchinson,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Salah-Eddine,Oulad M'hand,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Mika,Biereth,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ryan,Alebiosu,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Zach,Awe,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Zak,Swanson,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Mazeed,Ogungbo,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Marcelo,Flores,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Miguel,Azeez,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Alex,Kirk,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Calum,Chambers,DEF,42,1,0,999,16,52.8,211.0,61.0,2,32.5,4,0.09,3.78
Jed,Steer,GK,1,0,0,90,3,0.0,8.2,0.0,0,0.8,0,0.0,0.0
Conor,Hourihane,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Emiliano,Martínez,GK,129,0,0,3240,48,0.0,755.8,0.0,7,75.4,11,0.11,3.58
Björn,Engels,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Bertrand,Traoré,MID,13,0,1,212,3,10.6,21.0,90.0,0,11.8,0,0.0,0.0
Morgan,Sanson,MID,13,0,0,349,8,36.6,52.8,3.0,0,9.4,0,0.0,3.35
John,McGinn,MID,110,3,4,3090,48,777.4,692.8,307.0,12,177.8,10,0.23,3.2
Kortney,Hause,DEF,20,1,0,397,9,5.9,102.8,64.0,3,17.3,1,0.0,4.53
Mahmoud Ahmed,Ibrahim Hassan,MID,1,0,0,10,1,2.0,1.8,10.0,0,1.4,0,0.0,0.0
Tyrone,Mings,DEF,118,1,4,3188,49,130.9,649.2,309.0,12,108.8,11,0.31,3.33
Ollie,Watkins,FWD,131,11,3,2950,48,459.1,598.4,1319.0,17,237.7,10,0.21,4.0
Marvelous,Nakamba,MID,22,0,0,899,20,42.1,134.0,0.0,0,17.8,2,0.5,2.2
Emiliano,Buendía Stati,MID,107,4,6,1887,32,659.3,479.4,531.0,8,167.3,7,0.05,5.1
Matthew,Cash,DEF,147,4,3,3377,50,432.1,709.0,517.0,11,165.8,13,0.21,3.92
Ezri,Konsa Ngoyo,DEF,78,2,0,2477,43,56.5,428.2,251.0,4,73.4,8,0.22,2.83
Frédéric,Guilbert,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Wesley,Moraes,FWD,1,0,0,1,0,0.5,0.0,0.0,0,0.0,0,0.0,0.0
Mbwana Ally,Samatta,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Keinan,Davis,FWD,1,0,0,11,0,1.0,0.4,0.0,0,0.1,0,0.0,0.0
Douglas Luiz,Soares de Paulo,MID,89,2,3,2715,38,547.5,495.2,199.0,3,124.3,10,0.23,2.95
Jacob,Ramsey,MID,109,6,1,2465,35,333.1,533.8,432.0,9,130.2,12,0.22,3.98
Ashley,Young,DEF,50,0,2,1234,19,201.9,187.4,113.0,0,50.2,4,0.15,3.65
Lucas,Digne,DEF,83,0,4,2440,42,753.1,489.8,200.0,8,144.5,7,0.22,3.06
Danny,Ings,FWD,106,7,6,1891,26,210.9,448.6,749.0,12,140.3,10,0.19,5.04
Leon,Bailey,MID,37,1,3,750,13,118.5,143.2,271.0,1,53.2,2,0.36,4.44
Aaron,Ramsey,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jaden,Philogene-Bidace,MID,1,0,0,4,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Carney,Chukwuemeka,MID,16,0,1,291,6,34.6,44.0,69.0,0,14.9,0,0.0,4.95
Cameron,Archer,FWD,3,0,0,24,0,0.8,0.0,18.0,0,1.6,0,0.0,0.0
Viljami,Sinisalo,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Lamare,Bogarde,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Tim,Iroegbunam,MID,4,0,0,90,0,2.0,10.6,4.0,0,1.7,1,0.0,0.0
Filip,Marschall,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Josh,Feeney,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Philippe,Coutinho Correia,MID,83,5,3,1327,17,338.3,324.2,419.0,7,108.3,7,0.0,5.63
Kaine,Hayden,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Robin,Olsen,GK,1,0,0,90,3,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Benjamin,Chrisene,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Tommi,O'Reilly,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
