first_name,second_name,element_type,total_points,goals_scored,assists,minutes,goals_conceded,creativity,influence,threat,bonus,ict_index,clean_sheets,cards_per_90,points_per_90
Justin,Kluivert,MID,100,7,1,1910,23,283.2,362.2,619.0,2,126.4,11,0.24,4.71
Jamal,Lowe,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Emiliano,Marcondes,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Chris,Mepham,DEF,16,0,1,613,16,40.0,142.6,27.0,0,21.0,1,0.29,2.35
Kieffer,Moore,FWD,14,1,0,100,2,27.9,37.4,81.0,2,14.1,0,0.0,0.0
Norberto,Murara Neto,GK,110,0,0,2880,55,0.0,875.2,0.0,14,87.5,7,0.16,3.44
Dango,Ouattara,MID,56,1,2,1214,24,245.4,298.4,332.0,3,87.8,5,0.22,4.15
Ben,Pearson,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Darren,Randolph,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Joe,Rothwell,MID,13,0,0,380,12,63.9,45.8,5.0,0,11.6,0,0.0,3.08
Antoine,Semenyo,FWD,107,8,4,2099,33,411.2,506.8,748.0,14,166.8,8,0.26,4.59
Marcos,Senesi,DEF,102,4,5,2239,44,311.2,735.0,147.0,13,119.7,6,0.52,4.1
Adam,Smith,DEF,80,0,3,2148,33,296.5,336.4,27.0,4,66.1,8,0.25,3.35
Dominic,Solanke,FWD,175,19,3,3325,61,479.6,902.0,1348.0,20,272.7,10,0.08,4.74
Marcus,Tavernier,MID,89,3,4,2118,38,649.4,468.4,460.0,5,157.8,8,0.13,3.78
Hamed,Traorè,MID,3,0,0,44,1,14.8,12.8,30.0,0,5.7,0,0.0,0.0
Mark,Travers,GK,19,0,0,360,5,0.0,92.6,0.0,2,9.3,2,0.0,4.75
Illia,Zabarnyi,DEF,84,1,0,3330,67,111.1,686.0,117.0,3,91.5,8,0.14,2.27
Milos,Kerkez,DEF,59,0,2,1966,37,216.5,310.0,150.0,1,67.7,6,0.23,2.7
Ionuț,Radu,GK,2,0,0,180,7,0.0,33.0,0.0,0,3.3,0,0.0,0.0
Ben,Greenwood,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Max,Aarons,DEF,28,0,1,1233,35,114.0,179.6,27.0,0,31.8,2,0.07,2.04
Alex,Scott,MID,41,1,1,1003,25,294.7,197.0,116.0,3,60.7,3,0.27,3.68
Tyler,Adams,MID,5,0,0,118,3,14.1,24.6,10.0,1,4.9,0,0.0,0.0
Luis,Sinisterra,MID,43,2,2,685,18,251.4,221.4,343.0,2,81.7,1,0.0,5.65
Romain,Faivre,MID,4,0,0,37,1,2.5,5.0,13.0,0,1.8,0,0.0,0.0
Max,Kinsey,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Enes,Ünal,FWD,40,2,4,317,9,58.6,142.4,242.0,3,43.7,1,0.28,11.36
Dominic,Sadi,MID,1,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Michael,Dacosta Gonzalez,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Callan,McKenna,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Kristoffer,Ajer,DEF,68,2,1,1826,33,166.6,406.8,223.0,3,79.7,5,0.25,3.35
Ellery,Balcombe,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Shandon,Baptiste,MID,19,1,1,222,5,54.8,92.4,60.0,0,20.6,0,0.0,0.0
Mads,Bech Sørensen,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Mads,Bidstrup,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Sergi,Canós Tenés,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Nathan,Collins,DEF,84,1,1,2649,51,151.5,653.8,180.0,8,98.7,7,0.1,2.85
Matthew,Cox,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Mikkel,Damsgaard,MID,45,0,4,829,9,179.1,162.6,103.0,0,44.7,5,0.22,4.89
Josh,Dasilva,MID,3,0,0,22,0,15.4,6.8,14.0,0,3.6,0,0.0,0.0
Halil,Dervişoğlu,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Mark,Flekken,GK,119,0,1,3285,63,40.3,921.2,0.0,12,96.2,7,0.08,3.26
Charlie,Goode,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Rico,Henry,DEF,13,0,1,401,5,67.9,72.8,17.0,0,15.7,1,0.22,2.92
Aaron,Hickey,DEF,17,0,0,713,12,28.4,66.6,37.0,0,12.9,2,0.63,2.15
Vitaly,Janelt,MID,93,1,4,3054,52,562.5,503.4,285.0,1,135.3,9,0.24,2.74
Mathias,Jensen,MID,98,3,4,2201,45,689.3,481.2,135.0,10,130.4,9,0.2,4.01
Keane,Lewis-Potter,MID,73,3,2,1428,29,203.8,280.0,573.0,1,105.6,6,0.0,4.6
Bryan,Mbeumo,MID,127,9,7,1957,31,572.1,554.2,576.0,12,170.1,5,0.09,5.84
Ben,Mee,DEF,39,2,1,1272,28,88.2,334.8,118.0,3,54.2,1,0.14,2.76
Christian,Nørgaard,MID,74,2,1,2504,51,396.2,501.8,316.0,3,121.8,6,0.29,2.66
Frank,Onyeka,MID,39,1,2,1147,27,178.3,259.0,189.0,0,62.6,1,0.63,3.06
Ethan,Pinnock,DEF,77,2,0,2521,46,63.4,653.2,221.0,5,94.2,5,0.04,2.75
Mads,Roerslev Rasmussen,DEF,75,1,2,1975,40,281.3,382.0,94.0,3,76.3,5,0.05,3.42
Kevin,Schade,MID,33,2,2,327,5,58.3,105.8,100.0,2,26.2,1,0.0,9.08
Thomas,Strakosha,GK,4,0,0,135,2,0.0,42.8,0.0,0,4.3,0,0.0,0.0
Ivan,Toney,FWD,57,4,3,1449,30,206.5,289.6,524.0,4,101.7,3,0.31,3.54
Ryan,Trevitt,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Yoane,Wissa,FWD,131,12,4,2488,40,384.0,592.8,769.0,15,173.2,11,0.25,4.74
Yegor,Yarmoliuk,MID,33,0,0,670,9,66.9,98.4,127.0,0,29.0,4,0.27,4.43
Mathias,Jorgensen,DEF,29,1,0,1086,24,94.0,216.0,90.0,3,40.0,2,0.33,2.4
Neal,Maupay,FWD,76,6,3,1417,37,242.5,325.8,568.0,6,112.6,4,0.51,4.83
Sergio,Reguilón,DEF,74,0,6,1524,30,436.3,390.2,111.0,14,93.8,5,0.47,4.37
Michael,Olakigbe,MID,8,0,0,51,0,4.1,4.8,27.0,0,3.5,0,0.0,0.0
Ethan,Brierley,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Saman,Ghoddos,MID,26,1,0,728,20,163.8,139.8,45.0,0,35.1,0,0.62,3.21
Ji-Soo,Kim,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Valintino,Adedokun,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Myles,Peart-Harris,MID,3,0,0,11,0,10.9,2.2,2.0,0,1.5,0,0.0,0.0
Vincent,Angelini,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Hákon,Valdimarsson,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Benjamin,Fredrick,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Benjamin,Arthur,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Yunus,Konak,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Simon,Adingra,MID,97,6,1,2220,38,507.8,477.6,751.0,8,173.4,4,0.12,3.93
Steven,Alzate,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Yasin,Ayari,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Facundo,Buonanotte,MID,57,3,1,1356,19,291.3,254.8,238.0,1,78.4,6,0.46,3.78
Aaron,Connolly,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Mahmoud,Dahoud,MID,14,0,1,449,6,127.2,70.4,24.0,0,21.7,1,0.4,2.81
Lewis,Dunk,DEF,89,3,1,2869,53,205.4,823.0,389.0,11,141.7,5,0.22,2.79
Julio,Enciso,MID,20,0,2,468,12,131.7,81.0,157.0,0,36.9,0,0.38,3.85
Pervis,Estupiñán,DEF,57,2,3,1242,26,382.6,350.8,156.0,7,89.0,3,0.29,4.13
Evan,Ferguson,FWD,69,6,1,1356,28,106.7,275.0,393.0,5,77.3,2,0.07,4.58
Billy,Gilmour,MID,61,0,3,2116,37,481.5,291.4,104.0,4,87.7,6,0.38,2.59
Pascal,Groß,MID,153,4,11,3112,50,1674.9,988.6,434.0,29,309.9,7,0.17,4.42
João Pedro,Junqueira de Jesus,FWD,104,9,3,2037,38,578.8,622.4,932.0,12,213.4,5,0.09,4.59
Michał,Karbownik,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Kacper,Kozłowski,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Adam,Lallana,MID,30,0,1,839,13,248.7,83.0,130.0,0,45.8,2,0.21,3.22
Tariq,Lamptey,DEF,31,0,3,908,20,173.7,144.6,60.0,0,37.6,1,0.3,3.07
Solly,March,MID,39,3,1,555,11,126.5,197.4,139.0,6,46.4,2,0.16,6.32
Tom,McGill,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
James,Milner,MID,28,0,2,770,12,253.5,152.8,61.0,0,46.8,4,0.35,3.27
Kaoru,Mitoma,MID,74,3,7,1485,27,375.1,327.6,636.0,7,134.0,1,0.24,4.48
Jakub,Moder,MID,21,0,0,608,13,82.3,87.2,84.0,0,25.4,1,0.3,3.11
Jeremy,Sarmiento Morante,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Kjell,Scherpen,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jason,Steele,GK,42,0,0,1530,34,0.1,382.2,0.0,5,38.2,2,0.0,2.47
Deniz,Undav,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jan Paul,van Hecke,DEF,61,0,0,2368,38,176.4,631.8,175.0,3,98.5,5,0.15,2.32
Joël,Veltman,DEF,49,1,1,1579,32,97.8,320.8,98.0,0,51.8,3,0.23,2.79
Bart,Verbruggen,GK,68,0,0,1890,28,1.0,541.4,0.0,7,54.3,4,0.14,3.24
Adam,Webster,DEF,26,0,0,1142,22,89.3,252.2,54.0,2,39.7,2,0.16,2.05
Danny,Welbeck,FWD,79,5,4,1687,28,320.9,326.2,492.0,5,114.0,8,0.21,4.21
Andi,Zeqiri,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Igor Julio,dos Santos de Paulo,DEF,37,0,0,1631,26,135.5,297.8,23.0,1,45.8,2,0.22,2.04
Jack,Hinshelwood,MID,42,3,0,866,17,118.9,200.2,230.0,5,55.0,2,0.1,4.36
Carlos,Baleba,MID,34,0,0,1314,28,134.7,179.8,72.0,0,38.8,2,0.48,2.33
Anssumane,Fati Vieira,MID,33,2,1,509,12,92.1,121.4,292.0,1,50.5,1,0.35,5.83
Mark,O’Mahony,FWD,2,0,0,61,1,1.6,6.0,6.0,0,1.3,0,0.0,0.0
Benicio,Baker-Boaitey,MID,4,0,0,37,1,12.6,4.6,4.0,0,1.9,0,0.0,0.0
Ben,Jackson,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Joshua,Duffus,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Leigh,Kavanagh,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Luca,Barrington,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Cameron,Peupion,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Valentín,Barco,DEF,5,0,0,307,9,69.6,44.8,39.0,0,15.5,0,0.29,1.47
Samy,Chouchane,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Odeluga,Offiah,DEF,4,0,0,126,3,5.5,6.4,4.0,0,1.6,0,0.0,0.0
Noël,Atom,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Enock,Agyei,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ameen,Al-Dakhil,DEF,19,1,0,1055,26,42.8,193.0,84.0,0,32.0,0,0.09,1.62
Samuel,Bastien,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Manuel Benson,Hedilazio,MID,8,0,0,110,5,26.4,17.6,30.0,0,7.5,0,0.0,0.0
Jordan,Beyer,DEF,30,0,1,1234,23,46.1,330.8,35.0,4,41.3,2,0.44,2.19
Josh,Brownhill,MID,78,4,2,2248,56,501.5,499.0,234.0,2,123.5,2,0.2,3.12
Darko,Churlinov,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jack,Cork,MID,4,0,0,25,0,5.2,4.2,2.0,0,1.1,0,0.0,0.0
Dara,Costelloe,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Josh,Cullen,MID,65,2,4,2055,48,426.7,458.0,106.0,5,98.9,0,0.39,2.85
CJ,Egan-Riley,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Hjalmar,Ekdal,DEF,15,0,0,436,8,15.9,76.6,15.0,3,10.7,1,0.41,3.1
Lyle,Foster,FWD,75,5,3,1898,43,263.4,364.2,467.0,4,109.6,2,0.05,3.56
Denis,Franchi,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jóhann Berg,Gudmundsson,MID,48,1,3,1185,25,515.6,234.6,158.0,0,91.0,2,0.15,3.65
Luke,McNally,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Arijanet,Muric,GK,47,0,0,900,16,40.3,513.0,0.0,12,55.3,0,0.0,4.7
Dara,O'Shea,DEF,69,3,4,2892,71,189.7,772.0,213.0,2,117.7,2,0.19,2.15
Michael,Obafemi,FWD,2,0,0,19,0,0.6,0.0,17.0,0,1.7,0,0.0,0.0
Bailey,Peacock-Farrell,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Connor,Roberts,DEF,12,0,1,817,23,104.1,142.8,12.0,0,25.7,0,0.44,1.32
Jay,Rodriguez,FWD,41,2,1,811,18,66.2,138.8,232.0,3,42.6,1,0.0,4.55
Charlie,Taylor,DEF,47,1,1,2329,46,275.7,395.6,59.0,1,73.3,2,0.31,1.82
Bobby,Thomas,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Scott,Twine,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Lawrence,Vigouroux,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Victor,da Silva,DEF,60,0,3,2311,44,200.8,305.4,228.0,2,73.0,2,0.04,2.34
Wout,Weghorst,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Anass,Zaroury,MID,4,0,0,149,4,36.3,6.8,19.0,0,5.6,0,0.0,0.0
David Datro,Fofana,FWD,50,4,1,876,18,111.7,212.0,273.0,8,59.2,1,0.1,5.14
Sander,Berge,MID,74,1,2,3002,70,446.3,533.6,161.0,3,114.3,2,0.27,2.22
Zeki,Amdouni,FWD,85,5,1,1953,41,246.5,372.8,509.0,11,112.4,5,0.09,3.92
James,Trafford,GK,70,0,0,2520,62,3.3,903.6,0.0,5,90.7,2,0.07,2.5
Nathan,Redmond,MID,11,0,0,132,5,52.5,23.8,18.0,0,9.4,0,0.0,0.0
Luca,Koleosho,MID,40,1,2,972,23,147.9,86.8,213.0,0,44.5,3,0.0,3.7
Jacob,Bruun Larsen,MID,82,6,0,1235,23,416.5,335.8,448.0,7,119.5,3,0.07,5.98
Owen,Dodgson,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Wilson,Odobert,MID,82,3,4,2095,48,435.4,331.0,445.0,3,121.1,2,0.13,3.52
Hannes,Delcroix,DEF,7,0,0,584,25,57.8,110.0,42.0,0,20.9,0,0.31,1.08
Aaron,Ramsey,MID,18,0,0,522,17,28.0,51.2,53.0,0,12.7,0,0.17,3.1
Han-Noah,Massengo,MID,3,0,0,14,0,0.1,2.8,0.0,0,0.3,0,0.0,0.0
Mike,Trésor,MID,20,0,0,410,10,110.5,44.4,24.0,0,18.0,0,0.0,4.39
Lorenz,Assignon,DEF,25,1,2,1235,32,176.0,270.2,119.0,3,56.6,0,0.29,1.82
Maxime,Esteve,DEF,15,0,0,1310,28,38.9,229.2,29.0,0,29.9,0,0.41,1.03
Moisés,Caicedo Corozo,MID,84,1,3,2865,50,403.2,613.6,68.0,6,108.2,7,0.35,2.64
Robert,Sánchez,GK,59,0,0,1433,25,0.1,450.6,0.0,7,45.2,3,0.13,3.71
Ethan,Ampadu,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Andrey,Nascimento dos Santos,MID,1,0,0,7,0,0.5,0.0,3.0,0,0.2,0,0.0,0.0
Kepa,Arrizabalaga,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
